index,id,SMILES,FFV,SMILES_Length,Stars,Carbons,Oxygens,Nitrogens,Equals,split,MolWt,NumValenceElectrons,TPSA,AliphRings,AroRings,Rotatable_Bonds,H_Bonds,Balaban_J_value
3677,996351908,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3cc(C(C)(C)C)c(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)c(C(C)(C)C)c3)cc1)C2=O,0.41502916,103,2,43,6,2,5,valid,674.7530000000002,252.0,101.06,2.0,5.0,6.0,4.0,1.2041842126479037
2249,610301577,*CCOCCOCCOC(=O)CCCCCC(=O)O*,0.33929278,27,2,13,6,0,2,valid,274.31299999999993,110.0,71.06,0.0,0.0,14.0,3.0,3.2163652856738008
148,45108843,*O[Si](C)(CCC(F)(F)F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](*)(C)CCC(F)(F)F,0.36246435,115,2,22,1,0,0,valid,852.537,306.0,9.23,0.0,0.0,20.0,0.5,6.818562295568305
5881,1594981326,*CC(=O)Nc1ccc(Oc2c(F)c(F)c(Oc3ccc(NC(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3)c(F)c2F)cc1,0.33657991,80,2,29,6,3,4,valid,577.4460000000003,210.0,114.03999999999999,1.0,4.0,8.0,5.5,1.2836712239032704
2220,602240929,*c1cccc(-c2cc(C(=O)Nc3ccc(OC(=O)c4cc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c4)cc3)cc(-c3cccc(N4C(=O)c5ccc(S(=O)(=O)c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)c3)c2)c1,0.3719363,164,2,84,12,3,8,valid,1374.791999999999,528.0,191.98999999999998,2.0,7.0,45.0,8.0,0.8975392672975434
914,254408923,*c1cccc(OCCCCCCCCCCOc2cccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)c2)c1,0.35408719,77,2,38,6,2,4,valid,614.6980000000002,232.0,93.22,2.0,4.0,15.0,4.0,0.9584315693119887
4472,1204736801,*N=Nc1ccc(Nc2ccc(C(=O)c3ccc(C(=O)c4ccc(Nc5ccc(*)cc5)cc4)cc3)cc2)cc1,0.38946168,67,2,32,2,4,3,valid,494.55400000000014,182.0,82.92,0.0,5.0,9.0,4.0,1.2051729665710051
4553,1225989211,*CCCC(=O)Nc1ccc(Oc2ccc(NC(=O)CCCN3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,0.33327208,90,2,37,8,4,7,valid,656.6510000000003,244.0,159.26,2.0,4.0,13.0,7.0,0.987289565590379
1231,329844440,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C)c(N3C(=O)c4ccc(*)cc4C3=O)c1)C2=O,0.38825862,64,2,24,5,2,5,valid,408.3690000000002,148.0,91.83000000000001,2.0,3.0,3.0,3.5,1.5728370859204661
4874,1320607876,*Oc1ccc(C2(c3ccc(OC(=O)CCCC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,0.36266451,59,2,30,4,0,2,valid,446.50200000000007,166.0,52.6,1.0,4.0,8.0,2.0,1.5873801433604622
7496,2025809998,*OC(Cc1ccccc1)C(*)=O,0.35974569,20,2,9,2,0,1,valid,148.16099999999994,56.0,26.3,0.0,1.0,4.0,1.0,2.620936086941007
2962,805227128,*CC(*)(C)C(=O)OCCCCCCCCCCOc1ccc2cc(C(=O)Oc3ccccc3)ccc2c1,0.35687756,56,2,31,5,0,2,valid,488.6240000000001,190.0,61.83,0.0,3.0,16.0,2.5,1.2589268352373486
1186,317794773,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCC(*)=O)cc2)C(=O)OCC(C)C)cc1,0.34144884,60,2,26,7,1,4,valid,467.5180000000003,180.0,107.99999999999999,0.0,2.0,14.0,4.5,1.9196296066992542
4680,1260477255,*CCCCCCNC(=O)c1c(Cl)c(Cl)c(C(=O)N*)c(Cl)c1Cl,0.35512749,44,2,14,2,2,2,valid,384.09000000000015,120.0,58.2,0.0,1.0,8.0,3.0,2.921774184979525
524,146156380,*Oc1ccc(C(=O)c2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(Cc6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,0.37347921,76,2,39,5,0,2,valid,574.6320000000003,212.0,61.83,0.0,6.0,11.0,2.5,1.0243733500352328
2141,579082920,*Oc1ccc(N=CC=Nc2ccc(OC(=O)Nc3cc(NC(*)=O)ccc3C)cc2)cc1,0.35139659,53,2,23,4,4,4,valid,414.42100000000016,154.0,101.38,0.0,3.0,7.0,5.0,1.5421838902150025
7338,1981457097,*Oc1cccc(Oc2ccc(C(=O)c3ccc(NC(=O)c4cccc(C(=O)Nc5ccc(C(=O)c6ccc(*)cc6)cc5)c4)cc3)cc2)c1,0.35415935,86,2,40,6,2,4,valid,630.6560000000004,232.0,110.79999999999998,0.0,6.0,11.0,5.0,1.039929569922648
5343,1451767844,*SC(C)C(*)=O,0.38098783,12,2,3,1,0,1,valid,88.131,28.0,17.07,0.0,0.0,2.0,0.5,3.3434170589539596
5685,1542525425,*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc(-c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)cc2)cc1,0.36540863,90,2,40,7,2,4,valid,642.6230000000003,234.0,102.44999999999999,2.0,6.0,8.0,4.5,0.9137624337916548
4533,1220722345,*CC(*)OC(=O)c1ccccc1OC,0.33690183,22,2,10,3,0,1,valid,178.18699999999995,68.0,35.53,0.0,1.0,4.0,1.5,2.8109628810453358
7634,2062460228,*OC(C)CCOC(=O)C(CCCCCCOc1ccc(N=Cc2ccc([N+](=O)[O-])cc2)cc1)C(*)=O,0.3535486,65,2,26,7,2,4,valid,482.53300000000013,186.0,117.33000000000001,0.0,2.0,17.0,4.5,1.6317190963802153
7954,2143661007,*c1cccc(P(=O)(c2ccccc2)c2cccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)c1,0.38226791,82,2,34,6,2,5,valid,582.5080000000004,206.0,101.06,2.0,5.0,6.0,4.0,1.2253140733960433
7381,1995309810,*NNC(=O)c1ccccc1C(=O)Nc1cccc(C=C2CCC(=Cc3cccc(NC(=O)c4ccccc4C(*)=O)c3)C2=O)c1,0.3556635,77,2,35,5,4,7,valid,582.6160000000003,216.0,133.46999999999997,1.0,4.0,9.0,6.5,1.2812769413190332
250,71861682,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(C(=O)c4cccc(N5C(=O)c6ccc(*)cc6C5=O)c4)cc3)cc1)C2=O,0.36767673,87,2,37,6,2,6,valid,588.5750000000004,214.0,108.9,2.0,5.0,7.0,4.0,1.0402315014298398
6148,1669324306,*CC(*)c1ccc(C(O)CCN2CCOCC2)cc1,0.35614962,30,2,15,2,1,0,valid,247.33799999999994,98.0,32.7,1.0,1.0,6.0,2.0,1.8329251083062998
5863,1589532910,*C=CC1CC(*)C(C(=O)OC)C1C(=O)OC,0.35233888,30,2,11,4,0,3,valid,210.22899999999996,82.0,52.60000000000001,1.0,0.0,3.0,2.0,3.005404001048696
4466,1203599832,*CCCCCC(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2)cc1,0.34816577,69,2,30,6,1,4,valid,497.5470000000003,188.0,89.97999999999999,1.0,3.0,10.0,3.5,1.3854185504311403
4012,1085397410,*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(OCCOc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,0.35082943,75,2,31,7,2,5,valid,530.4920000000002,194.0,110.28999999999999,2.0,4.0,8.0,4.5,1.0271012636198615
1765,475921569,*CC(*)c1c([2H])c([2H])c([2H])c([2H])c1[2H],0.39369072,42,2,8,0,0,0,valid,109.18250888999997,40.0,0.0,0.0,1.0,2.0,0.0,3.52082752369414
6349,1720647838,*CC1CC2CC1C1CCC(CN3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)C21,0.36864374,87,2,31,4,2,4,valid,602.5310000000002,224.0,74.76,5.0,2.0,5.0,3.0,1.2613191031698485
1419,381746717,*CCOCCOCCOCCOCCOC(=O)CCSCCC(=O)O*,0.34968925,33,2,16,8,0,2,valid,380.4590000000002,146.0,89.52000000000001,0.0,0.0,20.0,4.0,3.1660825773292904
4785,1294053022,*C1C2CCC(C2)C1*,0.39273913,15,2,7,0,0,0,valid,94.15699999999998,38.0,0.0,2.0,0.0,0.0,0.0,2.1536747239039506
1147,308535213,*CC=CN(C=CCC1CC(=O)N(c2ccc(Cc3ccc(N4C(=O)CC(*)C4=O)cc3)cc2)C1=O)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,0.36429958,99,2,39,6,6,8,valid,680.7210000000001,254.0,145.86,2.0,4.0,13.0,6.0,1.0465782511831732
1371,369827633,*c1cccc(OCCCOc2cccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)c1,0.34661118,72,2,31,6,2,4,valid,516.5090000000004,190.0,93.22,2.0,4.0,8.0,4.0,1.150583361262426
645,180321996,*CCCCCCCCCC[N+](*)(C)C,0.76931541,22,2,12,0,1,0,valid,184.347,78.0,0.0,0.0,0.0,10.0,0.5,2.9913388029833445
3103,841576889,*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(P(=O)(c3ccc(Oc4ccc(C56CC7CC(CC(C7)C5)C6)cc4)cc3)c3cccc(N4C(=O)c5ccc(*)cc5C4=O)c3)c1)C2=O,0.38634637,119,2,51,7,2,6,valid,820.8380000000003,298.0,118.13,6.0,6.0,9.0,4.5,0.9471073865453724
1511,404981014,*C/C=C/COC(=O)CCCCCCCCC(=O)O*,0.35391939,29,2,14,4,0,3,valid,254.3259999999999,102.0,52.60000000000001,0.0,0.0,12.0,2.0,3.246827246849549
1918,516007514,*c1ccc(Oc2ccc(-c3nc4cc(Oc5ccc(NC(=O)CN6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N(CC(=O)Nc8ccc(Oc%10ccc%11nc(-c%12ccccc%12)c(*)nc%11c%10)cc8)C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)ccc4nc3-c3ccccc3)cc2)cc1,0.37474439,189,2,75,9,8,6,valid,1315.212,480.0,212.20999999999998,2.0,12.0,17.0,9.5,0.6268062786257079
490,136535007,*Nc1ccc2c(c1N*)[C@H]1c3ccccc3[C@@H]2c2ccccc21,0.37638503,45,2,20,0,2,0,valid,282.34600000000006,104.0,24.06,3.0,3.0,2.0,2.0,1.898856678776417
1338,361271652,*N[C@@H]1C=c2c([nH]c(=O)n2N*)=C1N,0.31105409,33,2,6,1,5,3,valid,165.156,62.0,87.87,1.0,1.0,2.0,5.5,2.783262791519665
7484,2022011396,*Oc1ccc(Oc2ccc(Nc3ccc(S(=O)(=O)c4ccc(Nc5ccc(*)cc5)cc4)cc3)cc2)cc1,0.39625118,65,2,30,4,2,2,valid,506.5830000000002,182.0,76.66,0.0,5.0,9.0,4.0,1.2111318915675804
6449,1750548820,*CC1(*)OCC(c2ccccc2)O1,0.35076731,22,2,10,2,0,0,valid,162.188,62.0,18.46,1.0,1.0,2.0,1.0,2.09882408371446
4482,1206915036,*c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(Oc4ccc5c(c4)C(C)(c4ccc(Oc6ccc(-c7ccc(N8C(=O)c9ccc(C(*)(C(F)(F)F)C(F)(F)F)cc9C8=O)cc7)cc6C(F)(F)F)cc4)CC5(C)C)c(C(F)(F)F)c3)cc1)C2=O,0.38854581,163,2,63,6,2,4,valid,1146.9810000000002,420.0,93.22,3.0,8.0,10.0,4.0,0.8046123078076116
2195,594735990,*CC(*)C(=O)OCCCCCCCCn1c2ccccc2c2ccccc21,0.36038485,39,2,22,2,0,1,valid,349.47400000000005,136.0,31.23,0.0,3.0,11.0,1.5,1.3860613773835346
594,165170378,*CC(*)Cc1ccc(C)cc1,0.3852781,18,2,10,0,0,0,valid,132.20599999999996,52.0,0.0,0.0,1.0,3.0,0.0,2.5824747372960344
4421,1190678672,*CC(*)c1ccc([Si](C)(C)C)cc1,0.43524245,27,2,11,0,0,0,valid,176.335,64.0,0.0,0.0,1.0,3.0,0.0,2.892668537162588
3072,834450099,*C(=O)Nc1cc(NC(=O)c2cncc(*)c2)cc(-c2nnc(-c3ccccn3)o2)c1,0.36789463,55,2,20,3,6,2,valid,384.3550000000001,140.0,122.9,0.0,4.0,5.0,5.5,1.6720712510793496
6538,1778794604,*CC#CC(C#CCOC(=O)CCCCCCCCC(=O)O*)=Cc1ccc(C#Cc2ccc(C=C(C#Cc3ccccc3)C#Cc3ccccc3)cc2)cc1,0.397984,85,2,50,4,0,4,valid,704.8660000000002,264.0,52.60000000000001,0.0,4.0,12.0,2.0,1.3086313839639365
5088,1381195647,*c1ccc(NC2CC(=O)N(c3ccc(Cc4ccc(N5C(=O)CC(Nc6ccc(-c7nc(-c8ccc(C=Cc9ccc([N+](=O)[O-])cc9)cc8)[nH]c7*)cc6)C5=O)cc4)cc3)C2=O)cc1,0.37470794,124,2,50,6,7,6,valid,831.8890000000002,308.0,170.64,2.0,7.0,13.0,8.0,0.7829078429557887
3040,823244753,*Nc1nc(N*)c(N)nc1N,0.31946255,18,2,4,0,6,0,valid,138.134,52.0,101.88,0.0,1.0,2.0,6.0,3.1759989085479625
42,11301237,*c1ccc(Oc2ccc(-c3nc4ccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N(c8ccc(Oc%10ccc%11nc(*)c(-c%12ccccc%12)nc%11c%10)cc8)C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4nc3-c3ccccc3)cc2)cc1,0.40256926,175,2,71,7,6,4,valid,1201.1080000000004,436.0,154.01,2.0,12.0,13.0,6.5,0.6976164304899947
203,59967073,*Nc1cccc(NC(=O)CCCCC(*)=O)c1,0.32263599,28,2,12,2,2,2,valid,218.25599999999994,84.0,58.199999999999996,0.0,1.0,7.0,3.0,2.325160974731657
6056,1641679741,*Oc1cccc(OC(=O)c2ccc(Oc3ccc(C(*)=O)cc3)cc2)c1,0.34914542,45,2,20,5,0,2,valid,332.31100000000004,122.0,61.830000000000005,0.0,3.0,6.0,2.5,1.6501579411119747
4409,1187123244,*C/C=C\COC(=O)NCCCCCCNC(=O)O*,0.32961119,29,2,12,4,2,3,valid,256.30199999999996,102.0,76.66000000000001,0.0,0.0,10.0,4.0,3.246827246849549
3536,967548475,*Nc1ccc(-c2cc(C/C=C/c3ccccc3)c(N*)c(C/C=C/c3ccccc3)c2-c2ccccc2)cc1,0.36169428,66,2,36,0,2,2,valid,490.65000000000026,184.0,24.06,0.0,5.0,10.0,2.0,1.6699585486459094
4181,1131929043,*Nc1ccc(C(=CC=C)c2ccc(N*)cc2)cc1,0.35869466,32,2,16,0,2,2,valid,234.30200000000002,88.0,24.06,0.0,2.0,5.0,2.0,2.387275990185442
2847,774116157,*c1ccc(-c2ccc3c(c2)C(CCCCCCBr)(CCCCCCBr)c2cc(*)ccc2-3)cc1,0.41425239,57,2,31,0,0,0,valid,566.4210000000002,172.0,0.0,1.0,3.0,13.0,0.0,1.7472525935458953
7809,2103648490,*Nc1ccc2c(-c3ccccc3)c3ccccc3c(-c3ccccc3)c2c1N*,0.35655362,46,2,26,0,2,0,valid,358.444,132.0,24.06,0.0,5.0,4.0,2.0,2.075910129496641
523,145920765,*Nc1ccc(-c2ccccc2)cc1-c1cc(-c2ccccc2)ccc1N*,0.34380582,43,2,24,0,2,0,valid,334.422,124.0,24.06,0.0,4.0,5.0,2.0,1.8952843674765396
3110,843575922,*CCOCCOCCOc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(O*)cc3)c2)cc1,0.34013313,54,2,26,6,2,2,valid,462.5020000000002,176.0,95.12,0.0,3.0,14.0,5.0,1.4621364569014415
5773,1566134688,*Oc1cc(C(C)(C)C)c(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1C(C)(C)C,0.40798893,57,2,27,3,0,1,valid,400.51800000000014,154.0,35.53,0.0,3.0,5.0,1.5,1.951524373504597
1246,334621145,*CCCCOC(=O)CCSCCCCCCSCCC(=O)O*,0.37393849,30,2,16,4,0,2,valid,348.5300000000001,128.0,52.60000000000001,0.0,0.0,17.0,2.0,3.1422321221361984
7112,1920455411,*c1ccc(OCCN(CC)c2ccc(-c3ccc(C(=C(C#N)C#N)c4ccc(N(CC)CC)cc4)s3)cc2)c(-c2cc(-c3ccccc3)c3cc(Oc4ccc5nc(*)cc(-c6ccccc6)c5c4)ccc3n2)c1,0.40104761,128,2,64,2,6,1,valid,967.2109999999999,354.0,98.3,0.0,10.0,17.0,4.0,0.8749170830503776
5683,1541871733,*Nc1ccc(/C=C/c2ccc(N*)c(-c3ccc4ccccc4c3)c2-c2ccc3ccccc3c2)c(-c2ccc3ccccc3c2)c1-c1ccc2ccccc2c1,0.37000522,93,2,54,0,2,1,valid,712.8960000000002,262.0,24.06,0.0,10.0,8.0,2.0,1.225320365683612
1385,372715194,*CC(*)OC(=O)c1ccc(OC(=O)CCC)cc1,0.34765241,31,2,13,4,0,2,valid,234.25099999999995,90.0,52.6,0.0,1.0,6.0,2.0,2.6044292628852044
112,31841016,*CC(*)(C)C(=O)OCCOC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,0.41138901,59,2,13,8,2,4,valid,324.24500000000006,122.0,138.88000000000002,0.0,1.0,8.0,5.0,2.704157217976309
5350,1453450335,*Oc1cccc(Oc2cccc(NC(=O)c3cc(Oc4ccc(C(=O)O)c(C(=O)Nc5cccc(*)c5)c4)ccc3C(=O)O)c2)c1C#N,0.33531487,84,2,35,9,3,4,valid,627.5650000000002,230.0,184.28,0.0,5.0,11.0,8.0,1.3886073110857544
5970,1619167656,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(P(=O)(c4ccccc4)c4ccc(*)cc4)cc3)cc2)cc1,0.38096649,68,2,30,5,0,3,valid,524.5340000000002,182.0,69.67000000000002,0.0,5.0,8.0,2.5,1.3855821779579958
1854,502239610,*Nc1ccc2cccc3c2c1C=C(CC=C)[C@@H]3N*,0.33480182,35,2,16,0,2,2,valid,234.30199999999996,88.0,24.06,1.0,2.0,4.0,2.0,2.350467053295408
6342,1718822131,*C=CC1CC(*)C2C(=O)N(c3cccc(Br)c3)C(=O)C12,0.39327609,41,2,15,2,1,3,valid,318.17,96.0,37.38,2.0,1.0,2.0,1.5,1.995787551570153
606,169123787,*Nc1c(C)cc(C2(c3cc(C(C)C)c(N*)c(C(C)C)c3)c3ccccc3-c3ccccc32)cc1C,0.40404304,64,2,33,0,2,0,valid,458.64900000000017,176.0,24.06,1.0,4.0,6.0,2.0,1.9944308279112577
3349,916566560,*Nc1ccc([C@]2(C)CC(C)(C)c3cccc(N*)c32)cc1,0.36101129,41,2,18,0,2,0,valid,264.372,102.0,24.06,1.0,2.0,3.0,2.0,2.1988717343807913
7912,2130816588,*OC(=O)c1ccc(C(=O)OC2COC3C(*)COC23)o1,0.35695181,37,2,12,7,0,2,valid,266.205,100.0,84.20000000000002,2.0,1.0,3.0,3.5,1.6415357280194411
6820,1849868582,*CC(C)(CC)COC(=O)CCCCCCCCC(=O)O*,0.35879786,32,2,16,4,0,2,valid,284.3959999999999,116.0,52.60000000000001,0.0,0.0,13.0,2.0,3.4780532686833974
3721,1011779904,*CC(CC(Cl)(Cl)Cl)O*,0.37859237,19,2,4,1,0,0,valid,175.44199999999998,48.0,9.23,0.0,0.0,3.0,0.5,3.6308443495315217
2236,605814238,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCC(*)=O)cc2)C(=O)OCC)cc1,0.33942304,58,2,26,7,1,4,valid,467.51800000000037,180.0,107.99999999999999,0.0,2.0,15.0,4.5,1.8318982002213793
1629,439339917,*NCC1C2CCC(C2)C1CN*,0.32950873,19,2,9,0,2,0,valid,152.241,62.0,24.06,2.0,0.0,4.0,2.0,1.9723056625927067
4577,1236281959,*c1ccc(C(C)(C)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,0.38484293,74,2,31,5,2,4,valid,500.5100000000003,184.0,83.99000000000001,2.0,4.0,5.0,3.5,1.2407209942110256
2720,739659224,*CCC(C)C(*)(C)C(=O)OC,0.35037365,21,2,8,2,0,1,valid,142.19799999999998,58.0,26.3,0.0,0.0,4.0,1.0,4.264662195588839
56,13630833,*c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C(C)C)c3)cc1C(C)C)C2=O,0.42131241,106,2,40,4,2,4,valid,718.694,268.0,74.76,2.0,4.0,7.0,3.0,1.3698939844507987
267,75466481,*Nc1c(N*)c2cccc3ccc4cccc1c4c32,0.34202194,30,2,16,0,2,0,valid,230.26999999999998,84.0,24.06,0.0,4.0,2.0,2.0,2.4267815383312064
3213,874837683,*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3cc(CCCCC)cc(C(*)=O)c3)cc2)cc1,0.36567786,60,2,25,6,0,4,valid,450.5120000000003,164.0,86.74000000000001,0.0,3.0,10.0,3.0,1.7792125432290904
527,146716935,*Nc1ccc([C@@H](Cc2ccccc2)c2cccc(N*)c2)cc1,0.348692,41,2,20,0,2,0,valid,286.37800000000004,108.0,24.06,0.0,3.0,6.0,2.0,1.9823753045741626
1815,489823970,*c1cccc(N2C(=O)c3ccc(Oc4c(C)cc(Cc5cc(C)c(Oc6ccc7c(c6)C(=O)N(*)C7=O)c(C)c5)cc4C)cc3C2=O)c1,0.39109264,89,2,39,6,2,4,valid,620.6610000000003,230.0,93.22,2.0,5.0,7.0,4.0,1.076556546954996
4301,1158703899,*CCOCCOCCN1C(=O)c2ccc(C(=O)Oc3ccc(C(C)(C)c4ccc(OC(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4)cc3)cc2C1=O,0.34462113,93,2,39,10,2,6,valid,688.6890000000003,258.0,145.82,2.0,4.0,14.0,6.0,1.0439559594201226
6761,1834775911,*Nc1ccc2c(c1)[C@@H]1c3ccccc3[C@H]2c2cc(N*)ccc21,0.38083739,47,2,20,0,2,0,valid,282.346,104.0,24.06,3.0,3.0,2.0,2.0,1.832412185491968
4597,1240400626,*C(=O)Oc1ccc(OCCCCCCCCCCCCOc2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Cc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,0.35267151,113,2,55,10,2,6,valid,896.9929999999999,338.0,145.81999999999996,2.0,6.0,22.0,6.0,0.7115979763342946
4135,1117693803,*Nc1ccc(-c2ccc(NC(=O)c3cccc(C(*)=O)c3)c(OC)c2)cc1OC,0.34285391,51,2,22,4,2,2,valid,374.39600000000013,140.0,76.66,0.0,3.0,7.0,4.0,1.8839817294477665
