index,id,SMILES,FFV,SMILES_Length,Stars,Carbons,Oxygens,Nitrogens,Equals,split
4577,1236281959,*c1ccc(C(C)(C)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,0.38484293,74,2,31,5,2,4,train
2720,739659224,*CCC(C)C(*)(C)C(=O)OC,0.35037365,21,2,8,2,0,1,train
56,13630833,*c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C(C)C)c3)cc1C(C)C)C2=O,0.42131241,106,2,40,4,2,4,train
267,75466481,*Nc1c(N*)c2cccc3ccc4cccc1c4c32,0.34202194,30,2,16,0,2,0,train
3213,874837683,*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3cc(CCCCC)cc(C(*)=O)c3)cc2)cc1,0.36567786,60,2,25,6,0,4,train
527,146716935,*Nc1ccc([C@@H](Cc2ccccc2)c2cccc(N*)c2)cc1,0.348692,41,2,20,0,2,0,train
1815,489823970,*c1cccc(N2C(=O)c3ccc(Oc4c(C)cc(Cc5cc(C)c(Oc6ccc7c(c6)C(=O)N(*)C7=O)c(C)c5)cc4C)cc3C2=O)c1,0.39109264,89,2,39,6,2,4,train
4301,1158703899,*CCOCCOCCN1C(=O)c2ccc(C(=O)Oc3ccc(C(C)(C)c4ccc(OC(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4)cc3)cc2C1=O,0.34462113,93,2,39,10,2,6,train
6761,1834775911,*Nc1ccc2c(c1)[C@@H]1c3ccccc3[C@H]2c2cc(N*)ccc21,0.38083739,47,2,20,0,2,0,train
4597,1240400626,*C(=O)Oc1ccc(OCCCCCCCCCCCCOc2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Cc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,0.35267151,113,2,55,10,2,6,train
4135,1117693803,*Nc1ccc(-c2ccc(NC(=O)c3cccc(C(*)=O)c3)c(OC)c2)cc1OC,0.34285391,51,2,22,4,2,2,train
1171,313933456,*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5cccc(Oc6ccc(S(=O)(=O)c7ccc(Oc8cccc9c8C(=O)N(*)C9=O)cc7)cc6)c5C4=O)cc3)c2)cc1,0.36100204,107,2,46,10,2,6,train
2988,812270433,*Oc1ccc(-c2ccc(NC(=O)c3cc(C(=O)Nc4ccc(-c5ccc(Oc6ccc(C(C)(C)c7ccc(*)cc7)cc6)c(C(F)(F)F)c5)cc4)cc(C(C)(C)C)c3)cc2)cc1C(F)(F)F,0.37653866,123,2,53,4,2,2,train
6865,1861488768,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)COCCOCC(*)=O)cc2)C(=O)OC(C)CC)cc1,0.3394136,64,2,28,9,1,4,train
1122,299922696,*c1ccc(Oc2ccc(C(=O)c3ccc(C(=O)c4ccc(Oc5ccc(-c6nc(-c7ccccc7)[nH]c6*)cc5)cc4)cc3)cc2)cc1,0.38697246,86,2,41,4,2,2,train
1339,361586466,*CCSSSSCCO*,0.45802948,11,2,4,1,0,0,train
5128,1390426236,*CC(*)c1cccc(OC(C)=O)c1,0.34951316,23,2,10,2,0,1,train
3627,985031681,*C(=O)OCCCCCCCCCCCCOC(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,0.35686622,91,2,42,9,2,6,train
4003,1083086006,*CCCCOc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(O*)cc3)c(C(=O)OCC=C)c2)cc1,0.34241314,62,2,28,8,0,4,train
5745,1560341376,*CCN(*)C(=O)c1cccc(F)c1F,0.34608851,24,2,9,1,1,1,train
1570,422376704,*Oc1ccc(P(=O)(c2ccccc2)c2ccc(Oc3ccc(C(c4ccc(*)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1,0.38335836,80,2,33,3,0,1,train
1695,456414718,*c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1cc(-c3ccc4c(c3)C3(CCC(C5=NC(c6ccccc6)CO5)(C5=NC(c6ccccc6)CO5)CC3)c3cc(*)ccc3-4)ccc1-2,0.40565042,116,2,61,2,2,2,train
3613,982641733,*CCOc1ccc(C(=O)OC(=O)c2ccc(O*)cc2)cc1,0.33048829,37,2,16,5,0,2,train
3233,881250244,*c1ccc(-c2nc3cc(-c4ccc5nc(-c6ccccc6)c(-c6ccc(N7C(=O)C8OC9C(=O)N(*)C(=O)C9C8C7=O)cc6)nc5c4)ccc3nc2-c2ccccc2)cc1,0.4262251,110,2,48,5,6,4,train
554,153052486,*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(-c5nc(*)nc(-c6ccccc6)n5)cc4)cc3)cc2)cc1,0.40426914,67,2,33,2,3,0,train
482,134240821,*c1ccc(-c2ccc3c(c2)C(CCCCCCCC)(CCCCCCCC)c2cc(-c4ccc(N(*)c5ccc(N(c6ccc(C(C)(C)c7ccccc7)cc6)c6ccc(C(C)(C)c7ccccc7)cc6)cc5)cc4)ccc2-3)cc1,0.42294334,134,2,77,0,2,0,train
6675,1810979250,*C=Cc1cc(OC)c(C=Cc2ccc(C=C(Oc3ccccc3)c3ccc(C(=Cc4ccc(*)cc4)c4ccc(Oc5ccccc5)cc4)cc3)cc2)cc1OC,0.37691892,92,2,52,4,0,4,train
2136,577459185,*Nc1ccc(-c2ccc(N*)cc2-c2ccccc2CC=C)cc1,0.3491245,38,2,21,0,2,1,train
281,80883741,*NC(C#N)=C(C#N)NC(=O)c1ccc(C(*)=O)cc1,0.34231811,37,2,12,2,4,3,train
7804,2103389743,*CC(*)(C)C(=O)OCCCCCCCCCCCCOc1ccc2cc(C(=O)Oc3ccccc3)ccc2c1,0.35950718,58,2,33,5,0,2,train
6879,1864288375,*Nc1ccc(Br)cc1-c1ccc(NC(=O)c2cccc(C(*)=O)c2)cc1,0.36146384,47,2,20,2,2,2,train
7120,1922733245,*OS(=O)(=O)c1cc(C)c(*)c(C)c1,0.36970865,28,2,8,3,0,2,train
2445,668141599,*Oc1ccc(OC(=O)Oc2ccc(C(*)=O)cc2)cc1,0.33148318,35,2,14,5,0,2,train
605,168537867,*c1ccc(C=Nc2cccc(N=Cc3ccc(-c4ccc(*)s4)cc3)c2)cc1,0.39327219,48,2,24,0,2,2,train
974,266415058,*CC(*)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.32424675,41,2,7,2,0,1,train
1855,502600207,*N[C@H]1CC[C@H](C[C@H]2CC[C@H](N*)CC2)CC1,0.3557302,41,2,13,0,2,0,train
1057,288191338,*c1cccc(P(C)(=O)c2cccc(N3C(=O)c4ccc(NC(=O)OCCOc5ccc(C(C)(C)c6ccc(OCCOC(=O)Nc7ccc8c(c7)C(=O)N(*)C8=O)cc6)cc5)cc4C3=O)c2)c1,0.34522255,121,2,50,11,4,7,train
3521,962326024,*C=Cc1ccc2c(c1)C(CC(CC)CCCC)(CC(CC)CCCC)c1cc(*)ccc1-2,0.40667606,53,2,31,0,0,1,train
5224,1417800703,*Oc1cccc(N(c2ccccc2)c2ccc(-c3ccc(N(c4ccc(N=Nc5ccc([N+](=O)[O-])cc5)cc4)c4cccc(OC(=O)OCCOCCOC(*)=O)c4)cc3)cc2)c1,0.37231044,111,2,48,9,5,4,train
458,127883611,*Nc1cc2c(cc1N*)C(CC)(CC)CC2(C)C,0.36408964,31,2,15,0,2,0,train
2570,698053626,*CC(*)(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.32595019,56,2,11,2,0,1,train
7237,1954861096,*Oc1ccc(C(C)(C)c2ccc(OC(=O)CN(CC(*)=O)c3ccc(N=Nc4ccc([N+](=O)[O-])cc4)cc3)cc2)cc1,0.36235076,81,2,31,6,4,4,train
5777,1568651103,*CC(*)c1ccc(CCCCCCCCCC)cc1,0.40394942,26,2,18,0,0,0,train
5599,1516837155,*CCCCCCN(CC(F)(F)C(F)(F)F)C(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)N(*)CC(F)(F)C(F)(F)F,0.33260446,77,2,17,2,2,2,train
3836,1040974624,*c1cccc(-c2nc3cc4nc(-c5ccccc5)c(*)nc4cc3nc2-c2ccccc2)c1,0.45725149,55,2,28,0,4,0,train
3979,1077715415,*C=Cc1cc(OCCCCCC)c(*)cc1OC,0.38047762,26,2,15,2,0,1,train
263,75135470,*CC(*)(C)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(N=Nc3ccc(C#N)cc3)c3ccccc23)cc1,0.35826873,70,2,34,5,3,3,train
2369,644505079,*Oc1ccc(S(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(*)cc4)cc3)cc2)cc1,0.37231355,56,2,27,3,0,1,train
273,76724169,*CCCC=C(*)c1ccc(OC)cc1,0.37755684,22,2,12,1,0,1,train
512,142224028,*c1ccc(C(c2ccc(N3C(=O)c4cc(-c5ccc(C(C)(C)C)cc5)c(-c5cc6c(cc5-c5ccc(C(C)(C)C)cc5)C(=O)N(*)C6=O)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.41914206,128,2,51,4,2,4,train
4342,1169871864,*CC(*)c1ccccc1C(=O)O,0.32924433,20,2,9,2,0,1,train
6689,1814521184,*CC(*)(C)C(=O)OCCO[N+](=O)[O-],0.49559463,30,2,6,5,1,2,train
4897,1327742614,*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3ccc([Si](c4ccccc4)(c4ccccc4)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,0.37668952,87,2,38,6,0,4,train
2633,716481605,*Nc1c(N*)c2c3ccccc3cc3ccc4cccc1c4c32,0.34230926,36,2,20,0,2,0,train
3033,821655324,*C(=O)c1ccc2c(c1)C(=O)N(c1cc(OCCCCCCCC)cc(N3C(=O)c4ccc(*)cc4C3=O)c1)C2=O,0.37014915,72,2,31,6,2,5,train
6848,1856131378,*NS(N)(N)(N*)(c1ccccc1)c1ccccc1,0.3467735,31,2,12,0,4,0,train
3436,941025862,*C(=O)Nc1ccc2c(c1)-c1cc(NC(=O)c3ccc4c(c3)C(=O)N(c3cccc(P(=O)(c5ccccc5)c5cccc(N6C(=O)c7ccc(*)cc7C6=O)c5)c3)C4=O)ccc1C2,0.36796455,117,2,49,7,4,7,train
3815,1035028820,*c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1cc(-c3ccc4c(c3)C(c3ccc(-c5nnc(-c6ccc(C(C)(C)C)cc6)o5)cc3)(c3ccc(-c5nnc(-c6ccc(C(C)(C)C)cc6)o5)cc3)c3cc(*)ccc3-4)ccc1-2,0.43188759,153,2,78,2,4,0,train
87,23036398,*c1ccc(S(=O)(=O)c2ccc(N3C(=O)C(C)C(SCCOCCSC4C(=O)N(c5ccc(S(=O)(=O)c6ccc(N7C(=O)CC(C)(SCCOCCSC8(C)CC(=O)N(*)C8=O)C7=O)cc6)cc5)C(=O)C4C)C3=O)cc2)cc1,0.34421859,146,2,52,14,4,12,train
2593,704562669,*CCCCCCOC(=O)NCCCCCCNC(=O)O*,0.3465094,28,2,14,4,2,2,train
